,time,obs_id,doy,mig_year,sic,day_index
382,1997-11-03,4,295,1997,1.0,12
383,1997-11-04,4,295,1997,1.0,13
384,1997-11-05,4,295,1997,0.9800000190734864,14
385,1997-11-06,4,295,1997,0.949999988079071,15
386,1997-11-07,4,295,1997,0.9800000190734864,16
387,1997-11-08,4,295,1997,0.9800000190734864,17
388,1997-11-09,4,295,1997,0.9800000190734864,18
389,1997-11-10,4,295,1997,0.949999988079071,19
390,1997-11-11,4,295,1997,0.949999988079071,20
391,1997-11-12,4,295,1997,0.949999988079071,21
392,1997-11-13,4,295,1997,0.9399999976158142,22
393,1997-11-14,4,295,1997,0.9800000190734864,23
394,1997-11-15,4,295,1997,0.9900000095367432,24
395,1997-11-16,4,295,1997,0.949999988079071,25
396,1997-11-17,4,295,1997,0.9399999976158142,26
397,1997-11-18,4,295,1997,0.9700000286102296,27
398,1997-11-19,4,295,1997,1.0,28
399,1997-11-20,4,295,1997,0.9800000190734864,29
400,1997-11-21,4,295,1997,0.9700000286102296,30
401,1997-11-22,4,295,1997,0.9800000190734864,31
402,1997-11-23,4,295,1997,0.9900000095367432,32
403,1997-11-24,4,295,1997,0.9700000286102296,33
404,1997-11-25,4,295,1997,0.9700000286102296,34
405,1997-11-26,4,295,1997,0.9800000190734864,35
406,1997-11-27,4,295,1997,1.0,36
407,1997-11-28,4,295,1997,1.0,37
408,1997-11-29,4,295,1997,1.0,38
409,1997-11-30,4,295,1997,1.0,39
410,1997-12-01,4,295,1997,0.9900000095367432,40
411,1997-12-02,4,295,1997,0.9399999976158142,41
412,1997-12-03,4,295,1997,0.8799999952316284,42
413,1997-12-04,4,295,1997,0.8999999761581421,43
414,1997-12-05,4,295,1997,0.8799999952316284,44
415,1997-12-06,4,295,1997,0.9100000262260436,45
416,1999-09-25,5,313,1999,0.2300000041723251,-45
417,1999-09-26,5,313,1999,0.2000000029802322,-44
418,1999-09-27,5,313,1999,0.2300000041723251,-43
419,1999-09-28,5,313,1999,0.25,-42
420,1999-09-29,5,313,1999,0.2599999904632568,-41
421,1999-09-30,5,313,1999,0.2399999946355819,-40
422,1999-10-01,5,313,1999,0.0,-39
423,1999-10-02,5,313,1999,0.2399999946355819,-38
424,1999-10-03,5,313,1999,0.25,-37
425,1999-10-04,5,313,1999,0.2599999904632568,-36
426,1999-10-05,5,313,1999,0.3000000119209289,-35
427,1999-10-06,5,313,1999,0.3100000023841858,-34
428,1999-10-07,5,313,1999,0.2300000041723251,-33
